"finessGeoDP","rs","codeGeo","lib_com","NB_pts","PCT_pts","PCT_CUM_pts"
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","76350","OISSEL",16,1.8,43.7
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","27C08","BRIONNE",16,1.8,41.9
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","76360","BARENTIN",15,1.7,45.4
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","27310","BOURG-ACHARD",14,1.6,47
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","76190","YVETOT",14,1.6,48.6
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","27600","GAILLON",12,1.4,54.2
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","27520","GRAND BOURGTHEROULDE",12,1.4,52.8
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","27700","LES ANDELYS",12,1.4,55.6
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","27300","BERNAY",12,1.4,51.4
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","27110","LE NEUBOURG",12,1.4,50
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","76150","MAROMME",11,1.3,56.9
"760921809","HÃ”PITAUX PRIVÃ‰S ROUENNAIS L'EUROPE","76650","PETIT COURONNE",11,1.3,58.2
"770000156","GHSIF SITE MELUN-SENART","77000","MELUN",11,10.2,10.2
"770000164","CH SUD SEINE ET MARNE SITE MONTEREAU","77130","MONTEREAU-FAULT-YONNE",54,30.9,30.9
"770000164","CH SUD SEINE ET MARNE SITE MONTEREAU","77140","NEMOURS",15,8.6,39.5
"770000446","CH DE MEAUX SITE SAINT FARON","77100","MEAUX",40,17.9,17.9
"770000446","CH DE MEAUX SITE SAINT FARON","77260","LA FERTÉ-SOUS-JOUARRE",13,5.8,23.7
"770019032","GHEF MARNE LA VALLEE SITE JOSSIGNY","77120","COULOMMIERS",29,9.1,9.1
"770019032","GHEF MARNE LA VALLEE SITE JOSSIGNY","77400","LAGNY-SUR-MARNE",21,6.6,15.7
"770019032","GHEF MARNE LA VALLEE SITE JOSSIGNY","77100","MEAUX",16,5,20.7
"770019032","GHEF MARNE LA VALLEE SITE JOSSIGNY","77600","BUSSY-SAINT-GEORGES",12,3.8,24.5
"770019032","GHEF MARNE LA VALLEE SITE JOSSIGNY","77700","SERRIS",12,3.8,28.3
"770019032","GHEF MARNE LA VALLEE SITE JOSSIGNY","77580","CRÉCY-LA-CHAPELLE",11,3.4,31.7
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77000","MELUN",79,14,14
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77190","DAMMARIE-LES-LYS",39,6.9,20.9
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77350","LE MÉE-SUR-SEINE",32,5.7,26.6
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77240","CESSON",29,5.1,31.7
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77176","SAVIGNY-LE-TEMPLE",25,4.4,36.1
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77310","SAINT-FARGEAU-PONTHIERRY",20,3.5,39.6
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77950","RUBELLES",17,3,45.6
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77390","GUIGNES",17,3,42.6
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77370","NANGIS",13,2.3,47.9
"770300143","CLINIQUE SAINT JEAN L ERMITAGE","77720","MORMANT",12,2.1,50
"780000287","CH FRANCOIS QUESNAY MANTES","78200","MANTES LA JOLIE",28,10.2,10.2
"780000287","CH FRANCOIS QUESNAY MANTES","78711","MANTES-LA-VILLE",18,6.5,16.7
"780000287","CH FRANCOIS QUESNAY MANTES","78270","BONNIÈRES-SUR-SEINE",17,6.2,22.9
"780000287","CH FRANCOIS QUESNAY MANTES","78520","LIMAY",14,5.1,33.1
"780000287","CH FRANCOIS QUESNAY MANTES","27600","GAILLON",14,5.1,28
"780000287","CH FRANCOIS QUESNAY MANTES","27200","VERNON",13,4.7,37.8
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78300","POISSY",34,7.5,7.5
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78260","ACHÈRES",26,5.7,13.2
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78955","CARRIÈRES-SOUS-POISSY",18,3.9,17.1
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78700","CONFLANS-SAINTE-HONORINE",14,3.1,20.2
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78370","PLAISIR",12,2.6,25.4
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78130","LES MUREAUX",12,2.6,22.8
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78500","SARTROUVILLE",12,2.6,28
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78520","LIMAY",12,2.6,30.6
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78570","ANDRÉSY",11,2.4,35.4
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","95C03","CERGY",11,2.4,37.8
"780000311","CHIC POISSY ST GERMAIN SITE DE POISSY","78200","MANTES LA JOLIE",11,2.4,33
"780300208","CLINIQUE SAINT LOUIS","78300","POISSY",22,4.5,4.5
"780300208","CLINIQUE SAINT LOUIS","78130","LES MUREAUX",14,2.9,7.4
"780300208","CLINIQUE SAINT LOUIS","78260","ACHÈRES",12,2.5,9.9
"780300208","CLINIQUE SAINT LOUIS","78440","GARGENVILLE",11,2.3,12.2
"780300323","HÃ”PITAL PRIVÃ‰ FRANCISCAINES","78000","VERSAILLES",16,9.2,9.2
"780300323","HÃ”PITAL PRIVÃ‰ FRANCISCAINES","78210","SAINT-CYR-L'ÉCOLE",11,6.4,15.6
"780300414","CH PRIVÃ‰ DE L EUROPE","78190","TRAPPES",43,3.1,3.1
"780300414","CH PRIVÃ‰ DE L EUROPE","78500","SARTROUVILLE",36,2.6,5.7
"780300414","CH PRIVÃ‰ DE L EUROPE","78200","MANTES LA JOLIE",35,2.5,8.2
"780300414","CH PRIVÃ‰ DE L EUROPE","92000","NANTERRE",30,2.1,10.3
"780300414","CH PRIVÃ‰ DE L EUROPE","78130","LES MUREAUX",26,1.8,12.1
"780300414","CH PRIVÃ‰ DE L EUROPE","78410","AUBERGENVILLE",21,1.5,13.6
"780300414","CH PRIVÃ‰ DE L EUROPE","78600","MAISONS LAFFITTE",20,1.4,15
"780300414","CH PRIVÃ‰ DE L EUROPE","78280","GUYANCOURT",18,1.3,16.3
"780300414","CH PRIVÃ‰ DE L EUROPE","78955","CARRIÈRES-SOUS-POISSY",18,1.3,18.9
"780300414","CH PRIVÃ‰ DE L EUROPE","95100","ARGENTEUIL",18,1.3,20.2
"780300414","CH PRIVÃ‰ DE L EUROPE","78370","PLAISIR",18,1.3,17.6
"780300414","CH PRIVÃ‰ DE L EUROPE","78C03","SAINT-GERMAIN-EN-LAYE",17,1.2,23.8
"780300414","CH PRIVÃ‰ DE L EUROPE","78160","MARLY LE ROI",17,1.2,21.4
"780300414","CH PRIVÃ‰ DE L EUROPE","78990","ELANCOURT",17,1.2,22.6
"780300414","CH PRIVÃ‰ DE L EUROPE","78800","HOUILLES",16,1.1,27.1
"780300414","CH PRIVÃ‰ DE L EUROPE","28100","DREUX",16,1.1,24.9
"780300414","CH PRIVÃ‰ DE L EUROPE","78300","POISSY",16,1.1,26
"780300414","CH PRIVÃ‰ DE L EUROPE","78310","MAUREPAS",15,1.1,28.2
"780300414","CH PRIVÃ‰ DE L EUROPE","78180","MONTIGNY LE BRETONNEUX",14,1,30.2
"780300414","CH PRIVÃ‰ DE L EUROPE","28500","VERNOUILLET",14,1,29.2
"780300414","CH PRIVÃ‰ DE L EUROPE","78570","ANDRÉSY",14,1,31.2
"780300414","CH PRIVÃ‰ DE L EUROPE","78400","CHATOU",13,0.9,32.1
"780300414","CH PRIVÃ‰ DE L EUROPE","78520","LIMAY",12,0.9,36.6
"780300414","CH PRIVÃ‰ DE L EUROPE","78150","LE CHESNAY-ROCQUENCOURT",12,0.9,33
"780300414","CH PRIVÃ‰ DE L EUROPE","78340","LES CLAYES SOUS BOIS",12,0.9,34.8
"780300414","CH PRIVÃ‰ DE L EUROPE","94400","VITRY-SUR-SEINE",12,0.9,37.5
"780300414","CH PRIVÃ‰ DE L EUROPE","78440","GARGENVILLE",12,0.9,35.7
"780300414","CH PRIVÃ‰ DE L EUROPE","78260","ACHÈRES",12,0.9,33.9
"780300414","CH PRIVÃ‰ DE L EUROPE","95870","BEZONS",11,0.8,39.1
"780300414","CH PRIVÃ‰ DE L EUROPE","78320","LE MESNIL-SAINT-DENIS",11,0.8,38.3
"780300422","HÃ”PITAL PRIVÃ‰ DE L OUEST PARISIEN","78190","TRAPPES",32,14.5,14.5
"780300422","HÃ”PITAL PRIVÃ‰ DE L OUEST PARISIEN","78990","ELANCOURT",16,7.3,21.8
"780300422","HÃ”PITAL PRIVÃ‰ DE L OUEST PARISIEN","78310","MAUREPAS",15,6.8,28.6
"780300422","HÃ”PITAL PRIVÃ‰ DE L OUEST PARISIEN","78180","MONTIGNY LE BRETONNEUX",11,5,33.6
"790009948","POLYCLINIQUE INKERMANN","79000","NIORT",70,21.3,21.3
"790009948","POLYCLINIQUE INKERMANN","79160","COULONGES SUR L AUTIZE",24,7.3,28.6
"790009948","POLYCLINIQUE INKERMANN","79400","ST MAIXENT L ECOLE",23,7,35.6
"790009948","POLYCLINIQUE INKERMANN","79230","AIFFRES",18,5.5,41.1
"790009948","POLYCLINIQUE INKERMANN","79410","ÉCHIRÉ",16,4.9,46
"790009948","POLYCLINIQUE INKERMANN","79370","AIGONDIGNÉ",15,4.6,50.6
"790009948","POLYCLINIQUE INKERMANN","79220","CHAMPDENIERS",14,4.3,54.9
"790009948","POLYCLINIQUE INKERMANN","79270","FRONTENAY ROHAN ROHAN",11,3.3,58.2
"790009948","POLYCLINIQUE INKERMANN","85200","FONTENAY LE COMTE",11,3.3,61.5
"800002503","SA SAINTE ISABELLE","80100","ABBEVILLE",51,25.5,25.5
"800002503","SA SAINTE ISABELLE","80132","DRUCAT",11,5.5,31
"800006124","CHU AMIENS SUD","80000","AMIENS",124,22.2,22.2
"800006124","CHU AMIENS SUD","80300","ALBERT",15,2.7,24.9
"800006124","CHU AMIENS SUD","80470","AILLY SUR SOMME",15,2.7,27.6
"800006124","CHU AMIENS SUD","80800","CORBIE",14,2.5,32.6
"800006124","CHU AMIENS SUD","80600","DOULLENS",14,2.5,30.1
"800006124","CHU AMIENS SUD","80700","ROYE",13,2.3,34.9
"800006124","CHU AMIENS SUD","60120","BRETEUIL",11,2,36.9
"800006124","CHU AMIENS SUD","80260","FLESSELLES",11,2,38.9
"800009466","POLYCLINIQUE DE PICARDIE","80000","AMIENS",31,22.6,22.6
"800009466","POLYCLINIQUE DE PICARDIE","80800","CORBIE",13,9.5,32.1
"800009920","SA CLINIQUE VICTOR PAUCHET","80000","AMIENS",106,23.3,23.3
"800009920","SA CLINIQUE VICTOR PAUCHET","80800","CORBIE",31,6.8,30.1
"800009920","SA CLINIQUE VICTOR PAUCHET","80160","CONTY",22,4.8,34.9
"800009920","SA CLINIQUE VICTOR PAUCHET","80260","FLESSELLES",18,4,38.9
"800009920","SA CLINIQUE VICTOR PAUCHET","80500","MONTDIDIER",13,2.9,41.8
"800009920","SA CLINIQUE VICTOR PAUCHET","80170","ROSIÈRES-EN-SANTERRE",12,2.6,44.4
"800009920","SA CLINIQUE VICTOR PAUCHET","80310","PICQUIGNY",12,2.6,47
"800009920","SA CLINIQUE VICTOR PAUCHET","80480","SALOUËL",12,2.6,49.6
"800009920","SA CLINIQUE VICTOR PAUCHET","80300","ALBERT",11,2.4,56.8
"800009920","SA CLINIQUE VICTOR PAUCHET","60120","BRETEUIL",11,2.4,52
"800009920","SA CLINIQUE VICTOR PAUCHET","80110","MOREUIL",11,2.4,54.4
"810101170","CLINIQUE TOULOUSE LAUTREC","81000","ALBI",79,16.3,16.3
"810101170","CLINIQUE TOULOUSE LAUTREC","81400","CARMAUX",55,11.4,27.7
"810101170","CLINIQUE TOULOUSE LAUTREC","81600","GAILLAC",34,7,34.7
"810101170","CLINIQUE TOULOUSE LAUTREC","81160","ST JUERY",27,5.6,40.3
"810101170","CLINIQUE TOULOUSE LAUTREC","81120","RÉALMONT",21,4.3,44.6
"810101170","CLINIQUE TOULOUSE LAUTREC","81150","MARSSAC-SUR-TARN",21,4.3,48.9
"810101170","CLINIQUE TOULOUSE LAUTREC","81300","GRAULHET",20,4.1,53
"810101170","CLINIQUE TOULOUSE LAUTREC","81990","PUYGOUZON",19,3.9,56.9
"810101170","CLINIQUE TOULOUSE LAUTREC","81130","CAGNAC-LES-MINES",18,3.7,60.6
"810101170","CLINIQUE TOULOUSE LAUTREC","81380","LESCURE-D'ALBIGEOIS",15,3.1,63.7
"810101170","CLINIQUE TOULOUSE LAUTREC","12C05","RODEZ",11,2.3,66
"810101170","CLINIQUE TOULOUSE LAUTREC","81310","LISLE-SUR-TARN",11,2.3,68.3
"810101444","CLINIQUE DU SIDOBRE","81100","CASTRES",91,23.3,23.3
"810101444","CLINIQUE DU SIDOBRE","81200","MAZAMET",43,11,34.3
"810101444","CLINIQUE DU SIDOBRE","81570","SEMALENS",22,5.6,39.9
"810101444","CLINIQUE DU SIDOBRE","81290","LABRUGUIÈRE",20,5.1,50.1
"810101444","CLINIQUE DU SIDOBRE","31250","REVEL",20,5.1,45
"810101444","CLINIQUE DU SIDOBRE","81700","PUYLAURENS",19,4.9,55
"810101444","CLINIQUE DU SIDOBRE","81660","PONT DE LARN",18,4.6,59.6
"820000040","CLINIQUE CROIX SAINT MICHEL","82000","MONTAUBAN",45,23.3,23.3
"820000040","CLINIQUE CROIX SAINT MICHEL","82100","CASTELSARRASIN",18,9.3,32.6
"820000040","CLINIQUE CROIX SAINT MICHEL","82700","MONTECH",13,6.7,39.3
"820000040","CLINIQUE CROIX SAINT MICHEL","82300","CAUSSADE",12,6.2,45.5
"830000311","CHIC DE FREJUS SAINT RAPHAEL","83600","FRÉJUS",51,23.9,23.9
"830000311","CHIC DE FREJUS SAINT RAPHAEL","83700","SAINT-RAPHAËL",27,12.7,36.6
"830000311","CHIC DE FREJUS SAINT RAPHAEL","83300","DRAGUIGNAN",23,10.8,47.4
"830000311","CHIC DE FREJUS SAINT RAPHAEL","83520","ROQUEBRUNE-SUR-ARGENS",18,8.5,55.9
"830000311","CHIC DE FREJUS SAINT RAPHAEL","83120","SAINTE-MAXIME",16,7.5,63.4
"830000311","CHIC DE FREJUS SAINT RAPHAEL","83490","LE MUY",11,5.2,68.6
"830000345","CHITS CH SAINTE MUSSE","83000","TOULON",90,21.5,21.5
"830000345","CHITS CH SAINTE MUSSE","83400","HYERES",35,8.4,29.9
"830000345","CHITS CH SAINTE MUSSE","83210","SOLLIÈS-PONT",32,7.6,37.5
"830000345","CHITS CH SAINTE MUSSE","83500","LA SEYNE SUR MER",30,7.2,44.7
"830000345","CHITS CH SAINTE MUSSE","83160","LA VALETTE-DU-VAR",29,6.9,51.6
"830000345","CHITS CH SAINTE MUSSE","83390","CUERS",26,6.2,57.8
"830000345","CHITS CH SAINTE MUSSE","83130","LA GARDE",18,4.3,62.1
"830000345","CHITS CH SAINTE MUSSE","83220","LE PRADET",15,3.6,65.7
"830000345","CHITS CH SAINTE MUSSE","83136","GAREOULT",14,3.3,69
"830000345","CHITS CH SAINTE MUSSE","83260","LA CRAU",14,3.3,72.3
"830000345","CHITS CH SAINTE MUSSE","83170","BRIGNOLES",12,2.9,75.2
"830100251","CLINIQUE DU CAP D'OR","83500","LA SEYNE SUR MER",100,22.2,22.2
"830100251","CLINIQUE DU CAP D'OR","83000","TOULON",75,16.6,38.8
"830100251","CLINIQUE DU CAP D'OR","83140","SIX-FOURS-LES-PLAGES",35,7.8,46.6
"830100251","CLINIQUE DU CAP D'OR","83300","DRAGUIGNAN",15,3.3,49.9
"830100251","CLINIQUE DU CAP D'OR","83330","LE BEAUSSET",14,3.1,56.1
"830100251","CLINIQUE DU CAP D'OR","83110","SANARY-SUR-MER",14,3.1,53
"830100434","CLINIQUE SAINT JEAN","83000","TOULON",143,30,30
"830100434","CLINIQUE SAINT JEAN","83500","LA SEYNE SUR MER",33,6.9,36.9
"830100434","CLINIQUE SAINT JEAN","83210","SOLLIÈS-PONT",29,6.1,43
"830100434","CLINIQUE SAINT JEAN","83400","HYERES",26,5.5,48.5
"830100434","CLINIQUE SAINT JEAN","83160","LA VALETTE-DU-VAR",25,5.3,53.8
"830100434","CLINIQUE SAINT JEAN","83140","SIX-FOURS-LES-PLAGES",24,5,58.8
"830100434","CLINIQUE SAINT JEAN","83390","CUERS",21,4.4,63.2
"830100434","CLINIQUE SAINT JEAN","83136","GAREOULT",18,3.8,67
"830100434","CLINIQUE SAINT JEAN","83260","LA CRAU",14,2.9,72.8
"830100434","CLINIQUE SAINT JEAN","83130","LA GARDE",14,2.9,69.9
"830100434","CLINIQUE SAINT JEAN","83190","OLLIOULES",12,2.5,75.3
"830100459","CLINIQUE SAINT MICHEL","83000","TOULON",282,20.9,20.9
"830100459","CLINIQUE SAINT MICHEL","83500","LA SEYNE SUR MER",60,4.4,25.3
"830100459","CLINIQUE SAINT MICHEL","83340","LE LUC",46,3.4,28.7
"830100459","CLINIQUE SAINT MICHEL","83400","HYERES",45,3.3,35.3
"830100459","CLINIQUE SAINT MICHEL","83210","SOLLIÈS-PONT",45,3.3,32
"830100459","CLINIQUE SAINT MICHEL","83130","LA GARDE",43,3.2,38.5
"830100459","CLINIQUE SAINT MICHEL","83136","GAREOULT",40,3,41.5
"830100459","CLINIQUE SAINT MICHEL","83600","FRÉJUS",38,2.8,44.3
"830100459","CLINIQUE SAINT MICHEL","83160","LA VALETTE-DU-VAR",36,2.7,47
"830100459","CLINIQUE SAINT MICHEL","83550","VIDAUBAN",34,2.5,52
"830100459","CLINIQUE SAINT MICHEL","83170","BRIGNOLES",34,2.5,49.5
"830100459","CLINIQUE SAINT MICHEL","83390","CUERS",31,2.3,54.3
"830100459","CLINIQUE SAINT MICHEL","83300","DRAGUIGNAN",28,2.1,56.4
"830100459","CLINIQUE SAINT MICHEL","83140","SIX-FOURS-LES-PLAGES",26,1.9,58.3
"830100459","CLINIQUE SAINT MICHEL","83330","LE BEAUSSET",19,1.4,61.1
"830100459","CLINIQUE SAINT MICHEL","83490","LE MUY",19,1.4,62.5
"830100459","CLINIQUE SAINT MICHEL","83310","COGOLIN",19,1.4,59.7
"830100459","CLINIQUE SAINT MICHEL","83260","LA CRAU",18,1.3,65.1
"830100459","CLINIQUE SAINT MICHEL","06000","NICE",18,1.3,63.8
"830100459","CLINIQUE SAINT MICHEL","83470","SAINT-MAXIMIN-LA-SAINTE-BAUME",17,1.3,67.7
"830100459","CLINIQUE SAINT MICHEL","83C03","BARJOLS",17,1.3,69
"830100459","CLINIQUE SAINT MICHEL","83250","LA LONDE-LES-MAURES",17,1.3,66.4
"830100459","CLINIQUE SAINT MICHEL","83700","SAINT-RAPHAËL",16,1.2,70.2
"830100459","CLINIQUE SAINT MICHEL","83190","OLLIOULES",15,1.1,71.3
"830100459","CLINIQUE SAINT MICHEL","83520","ROQUEBRUNE-SUR-ARGENS",15,1.1,72.4
"830100459","CLINIQUE SAINT MICHEL","83480","PUGET-SUR-ARGENS",14,1,73.4
"830100459","CLINIQUE SAINT MICHEL","83570","CARCES",13,1,74.4
"830100459","CLINIQUE SAINT MICHEL","83790","PIGNANS",13,1,75.4
"830100459","CLINIQUE SAINT MICHEL","83510","LORGUES",12,0.9,76.3
"840000400","SYNERGIA LUBERON","84000","AVIGNON",85,11.4,11.4
"840000400","SYNERGIA LUBERON","84300","CAVAILLON",71,9.5,20.9
"840000400","SYNERGIA LUBERON","84200","CARPENTRAS",63,8.4,29.3
"840000400","SYNERGIA LUBERON","84800","L'ISLE-SUR-LA-SORGUE",40,5.3,34.6
"840000400","SYNERGIA LUBERON","84170","MONTEUX",27,3.6,38.2
"840000400","SYNERGIA LUBERON","84210","PERNES-LES-FONTAINES",27,3.6,41.8
"840000400","SYNERGIA LUBERON","13160","CHÂTEAURENARD",23,3.1,44.9
"840000400","SYNERGIA LUBERON","84130","LE PONTET",21,2.8,47.7
"840000400","SYNERGIA LUBERON","84270","VEDÈNE",20,2.7,50.4
"840000400","SYNERGIA LUBERON","84700","SORGUES",19,2.5,52.9
"840000400","SYNERGIA LUBERON","13750","PLAN-D'ORGON",16,2.1,55
"840000400","SYNERGIA LUBERON","84220","GORDES",14,1.9,56.9
"840000400","SYNERGIA LUBERON","84810","AUBIGNAN",14,1.9,60.7
"840000400","SYNERGIA LUBERON","84440","ROBION",14,1.9,58.8
"840000400","SYNERGIA LUBERON","84400","APT",13,1.7,62.4
"840000400","SYNERGIA LUBERON","84250","LE THOR",11,1.5,63.9
"840000400","SYNERGIA LUBERON","84450","SAINT-SATURNIN-LÈS-AVIGNON",11,1.5,65.4
"840000400","SYNERGIA LUBERON","84570","MALEMORT-DU-COMTAT",11,1.5,66.9
"840000418","CHIC DE CAVAILLON LAURIS","84000","AVIGNON",22,12.9,12.9
"840000418","CHIC DE CAVAILLON LAURIS","84300","CAVAILLON",11,6.5,19.4
"840000467","CAPIO CLINIQUE D'ORANGE","84000","AVIGNON",41,11.4,11.4
"840000467","CAPIO CLINIQUE D'ORANGE","84700","SORGUES",28,7.8,19.2
"840000467","CAPIO CLINIQUE D'ORANGE","84100","ORANGE",22,6.1,25.3
"840000467","CAPIO CLINIQUE D'ORANGE","84500","BOLLENE",14,3.9,29.2
"840000467","CAPIO CLINIQUE D'ORANGE","84130","LE PONTET",13,3.6,32.8
"840000467","CAPIO CLINIQUE D'ORANGE","84200","CARPENTRAS",12,3.3,36.1
"850000118","CLINIQUE SAINT CHARLES","85000","LA ROCHE-SUR-YON",23,15.4,15.4
"850000118","CLINIQUE SAINT CHARLES","85170","LE POIRÉ-SUR-VIE",11,7.4,22.8
"850000142","CHD SITE LA ROCHE SUR YON","85000","LA ROCHE-SUR-YON",29,10.2,10.2
"850000142","CHD SITE LA ROCHE SUR YON","85C01","LES SABLES-D'OLONNE",15,5.3,20.8
"850000142","CHD SITE LA ROCHE SUR YON","85170","LE POIRÉ-SUR-VIE",15,5.3,15.5
"850000142","CHD SITE LA ROCHE SUR YON","85320","MAREUIL SUR LAY DISSAIS",11,3.9,32.5
"850000142","CHD SITE LA ROCHE SUR YON","85110","CHANTONNAY",11,3.9,24.7
"850000142","CHD SITE LA ROCHE SUR YON","85260","MONTRÉVERD",11,3.9,28.6
"860000223","CHU LA MILETRIE","86000","POITIERS",79,8.8,8.8
"860000223","CHU LA MILETRIE","86C01","JAUNAY-MARIGNY",48,5.4,14.2
"860000223","CHU LA MILETRIE","79000","NIORT",29,3.2,17.4
"860000223","CHU LA MILETRIE","86800","SAINT-JULIEN-L'ARS",27,3,20.4
"860000223","CHU LA MILETRIE","86240","FONTAINE-LE-COMTE",25,2.8,23.2
"860000223","CHU LA MILETRIE","86300","CHAUVIGNY",25,2.8,26
"860000223","CHU LA MILETRIE","79200","PARTHENAY",23,2.6,28.6
"860000223","CHU LA MILETRIE","86190","VOUILLÉ",20,2.2,30.8
"860000223","CHU LA MILETRIE","86100","CHATELLERAULT",17,1.9,32.7
"860000223","CHU LA MILETRIE","86580","VOUNEUIL-SOUS-BIARD",15,1.7,36.1
"860000223","CHU LA MILETRIE","86440","MIGNÉ-AUXANCES",15,1.7,34.4
"860000223","CHU LA MILETRIE","86140","LENCLOITRE",14,1.6,37.7
"860000223","CHU LA MILETRIE","86180","BUXEROLLES",14,1.6,39.3
"860000223","CHU LA MILETRIE","86340","NOUAILLÉ-MAUPERTUIS",13,1.5,42.3
"860000223","CHU LA MILETRIE","86210","VOUNEUIL-SUR-VIENNE",13,1.5,40.8
"860000223","CHU LA MILETRIE","86410","VERRIERES",13,1.5,43.8
"860000223","CHU LA MILETRIE","79370","AIGONDIGNÉ",12,1.3,45.1
"860000223","CHU LA MILETRIE","79400","ST MAIXENT L ECOLE",11,1.2,46.3
"860000223","CHU LA MILETRIE","86360","CHASSENEUIL-DU-POITOU",11,1.2,47.5
"860000223","CHU LA MILETRIE","86600","LUSIGNAN",11,1.2,48.7
"860010321","POLYCLINIQUE DE POITIERS","86000","POITIERS",22,16.5,16.5
"870000064","CHU DUPUYTREN LIMOGES","87000","LIMOGES",36,16.6,16.6
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87000","LIMOGES",139,13.4,13.4
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","24C01","BOULAZAC ISLE MANOIRE",27,2.6,18.6
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","23000","GUERET",27,2.6,16
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87C02","ST JUNIEN",25,2.4,21
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87510","SAINT-GENCE",18,1.7,26.1
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87270","COUZEIX",18,1.7,24.4
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","23300","LA SOUTERRAINE",18,1.7,22.7
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87800","NEXON",17,1.6,27.7
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","24000","PERIGUEUX",16,1.5,30.7
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","36000","CHATEAUROUX",16,1.5,32.2
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","19100","BRIVE LA GAILLARDE",16,1.5,29.2
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87220","FEYTIAT",15,1.5,33.7
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87700","AIXE-SUR-VIENNE",14,1.4,37.9
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87400","ST LEONARD DE NOBLAT",14,1.4,36.5
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","87140","COMPREIGNAC",14,1.4,35.1
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","24800","THIVIERS",13,1.3,40.5
"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX","19200","USSEL",13,1.3,39.2
"890000169","CLINIQUE PAUL PICQUET SENS","89100","SENS",76,9.3,9.3
"890000169","CLINIQUE PAUL PICQUET SENS","58000","NEVERS",43,5.3,14.6
"890000169","CLINIQUE PAUL PICQUET SENS","89C04","AUXERRE",26,3.2,17.8
"890000169","CLINIQUE PAUL PICQUET SENS","77130","MONTEREAU-FAULT-YONNE",24,2.9,20.7
"890000169","CLINIQUE PAUL PICQUET SENS","89140","PONT SUR YONNE",24,2.9,23.6
"890000169","CLINIQUE PAUL PICQUET SENS","89500","VILLENEUVE SUR YONNE",23,2.8,26.4
"890000169","CLINIQUE PAUL PICQUET SENS","89340","VILLENEUVE-LA-GUYARD",22,2.7,29.1
"890000169","CLINIQUE PAUL PICQUET SENS","89400","MIGENNES",21,2.6,31.7
"890000169","CLINIQUE PAUL PICQUET SENS","45200","MONTARGIS",17,2.1,33.8
"890000169","CLINIQUE PAUL PICQUET SENS","45700","VILLEMANDEUR",17,2.1,35.9
"890000169","CLINIQUE PAUL PICQUET SENS","58160","IMPHY",16,2,37.9
"890000169","CLINIQUE PAUL PICQUET SENS","58600","FOURCHAMBAULT",14,1.7,39.6
